"","Site","Station","Parametre"
"352","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","P_f0.45um"
"353","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Sr_f0.45um"
"354","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Zn_f0.45um"
"355","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Si_f0.45um"
"356","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","B"
"357","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Ba"
"358","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Ca"
"359","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Co"
"360","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Cu"
"361","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Fe"
"362","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","K"
"363","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Li"
"364","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Mg"
"365","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Mn"
"366","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Na"
"367","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Ni"
"368","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Phosphore total"
"369","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Sr"
"370","BV Pin Sec","EP_3 branches_Sud / PIN-SEC_0040","Zn"
"371","BV Pin Sec","PZCP / PIN-SEC_0004","B_f0.45um"
"372","BV Pin Sec","PZCP / PIN-SEC_0004","Ba_f0.45um"
"373","BV Pin Sec","PZCP / PIN-SEC_0004","Ca_f0.45um"
"374","BV Pin Sec","PZCP / PIN-SEC_0004","Co_f0.45um"
"375","BV Pin Sec","PZCP / PIN-SEC_0004","Cu_f0.45um"
"376","BV Pin Sec","PZCP / PIN-SEC_0004","Fe_f0.45um"
"377","BV Pin Sec","PZCP / PIN-SEC_0004","K_f0.45um"
"378","BV Pin Sec","PZCP / PIN-SEC_0004","Li_f0.45um"
"379","BV Pin Sec","PZCP / PIN-SEC_0004","Mg_f0.45um"
"380","BV Pin Sec","PZCP / PIN-SEC_0004","Mn_f0.45um"
"381","BV Pin Sec","PZCP / PIN-SEC_0004","Na_f0.45um"
"382","BV Pin Sec","PZCP / PIN-SEC_0004","Ni_f0.45um"
"383","BV Pin Sec","PZCP / PIN-SEC_0004","P_f0.45um"
"384","BV Pin Sec","PZCP / PIN-SEC_0004","Sr_f0.45um"
"385","BV Pin Sec","PZCP / PIN-SEC_0004","Zn_f0.45um"
"386","BV Pin Sec","PZCP / PIN-SEC_0004","Si_f0.45um"
"387","BV Pin Sec","PZCP / PIN-SEC_0004","B"
"388","BV Pin Sec","PZCP / PIN-SEC_0004","Ba"
"389","BV Pin Sec","PZCP / PIN-SEC_0004","Ca"
"390","BV Pin Sec","PZCP / PIN-SEC_0004","Co"
"391","BV Pin Sec","PZCP / PIN-SEC_0004","Cu"
"392","BV Pin Sec","PZCP / PIN-SEC_0004","Fe"
"393","BV Pin Sec","PZCP / PIN-SEC_0004","K"
"394","BV Pin Sec","PZCP / PIN-SEC_0004","Li"
"395","BV Pin Sec","PZCP / PIN-SEC_0004","Mg"
"396","BV Pin Sec","PZCP / PIN-SEC_0004","Mn"
"397","BV Pin Sec","PZCP / PIN-SEC_0004","Na"
"398","BV Pin Sec","PZCP / PIN-SEC_0004","Ni"
"399","BV Pin Sec","PZCP / PIN-SEC_0004","Phosphore total"
"400","BV Pin Sec","PZCP / PIN-SEC_0004","Sr"
"401","BV Pin Sec","PZCP / PIN-SEC_0004","Zn"
"402","BV Pin Sec","PZAF / PIN-SEC_0007","B_f0.45um"
"403","BV Pin Sec","PZAF / PIN-SEC_0007","Ba_f0.45um"
"404","BV Pin Sec","PZAF / PIN-SEC_0007","Ca_f0.45um"
"405","BV Pin Sec","PZAF / PIN-SEC_0007","Co_f0.45um"
"406","BV Pin Sec","PZAF / PIN-SEC_0007","Cu_f0.45um"
"407","BV Pin Sec","PZAF / PIN-SEC_0007","Fe_f0.45um"
"408","BV Pin Sec","PZAF / PIN-SEC_0007","K_f0.45um"
"409","BV Pin Sec","PZAF / PIN-SEC_0007","Li_f0.45um"
"410","BV Pin Sec","PZAF / PIN-SEC_0007","Mg_f0.45um"
"411","BV Pin Sec","PZAF / PIN-SEC_0007","Mn_f0.45um"
"412","BV Pin Sec","PZAF / PIN-SEC_0007","Na_f0.45um"
"413","BV Pin Sec","PZAF / PIN-SEC_0007","Ni_f0.45um"
"414","BV Pin Sec","PZAF / PIN-SEC_0007","P_f0.45um"
"415","BV Pin Sec","PZAF / PIN-SEC_0007","Sr_f0.45um"
"416","BV Pin Sec","PZAF / PIN-SEC_0007","Zn_f0.45um"
"417","BV Pin Sec","PZAF / PIN-SEC_0007","Si_f0.45um"
"418","BV Pin Sec","PZAF / PIN-SEC_0007","B"
"419","BV Pin Sec","PZAF / PIN-SEC_0007","Ba"
"420","BV Pin Sec","PZAF / PIN-SEC_0007","Ca"
"421","BV Pin Sec","PZAF / PIN-SEC_0007","Co"
"422","BV Pin Sec","PZAF / PIN-SEC_0007","Cu"
"423","BV Pin Sec","PZAF / PIN-SEC_0007","Fe"
"424","BV Pin Sec","PZAF / PIN-SEC_0007","K"
"425","BV Pin Sec","PZAF / PIN-SEC_0007","Li"
"426","BV Pin Sec","PZAF / PIN-SEC_0007","Mg"
"427","BV Pin Sec","PZAF / PIN-SEC_0007","Mn"
"428","BV Pin Sec","PZAF / PIN-SEC_0007","Na"
"429","BV Pin Sec","PZAF / PIN-SEC_0007","Ni"
"430","BV Pin Sec","PZAF / PIN-SEC_0007","Phosphore total"
"431","BV Pin Sec","PZAF / PIN-SEC_0007","Sr"
"432","BV Pin Sec","PZAF / PIN-SEC_0007","Zn"
"433","BV Pin Sec","PZDU / PIN-SEC_0008","Zn"
"434","BV Pin Sec","PZDU / PIN-SEC_0008","Sr"
"435","BV Pin Sec","PZDU / PIN-SEC_0008","Phosphore total"
"436","BV Pin Sec","PZDU / PIN-SEC_0008","Ni"
"437","BV Pin Sec","PZDU / PIN-SEC_0008","Na"
"438","BV Pin Sec","PZDU / PIN-SEC_0008","Mn"
"439","BV Pin Sec","PZDU / PIN-SEC_0008","Mg"
"440","BV Pin Sec","PZDU / PIN-SEC_0008","Li"
"441","BV Pin Sec","PZDU / PIN-SEC_0008","K"
"442","BV Pin Sec","PZDU / PIN-SEC_0008","Fe"
"443","BV Pin Sec","PZDU / PIN-SEC_0008","Cu"
"444","BV Pin Sec","PZDU / PIN-SEC_0008","Co"
"445","BV Pin Sec","PZDU / PIN-SEC_0008","Ca"
"446","BV Pin Sec","PZDU / PIN-SEC_0008","Ba"
"447","BV Pin Sec","PZDU / PIN-SEC_0008","B"
"448","BV Pin Sec","PZDU / PIN-SEC_0008","Si_f0.45um"
"449","BV Pin Sec","PZDU / PIN-SEC_0008","Zn_f0.45um"
"450","BV Pin Sec","PZDU / PIN-SEC_0008","Sr_f0.45um"
"451","BV Pin Sec","PZDU / PIN-SEC_0008","P_f0.45um"
"452","BV Pin Sec","PZDU / PIN-SEC_0008","Ni_f0.45um"
"453","BV Pin Sec","PZDU / PIN-SEC_0008","Na_f0.45um"
"454","BV Pin Sec","PZDU / PIN-SEC_0008","Mn_f0.45um"
"455","BV Pin Sec","PZDU / PIN-SEC_0008","Mg_f0.45um"
"456","BV Pin Sec","PZDU / PIN-SEC_0008","Li_f0.45um"
"457","BV Pin Sec","PZDU / PIN-SEC_0008","K_f0.45um"
"458","BV Pin Sec","PZDU / PIN-SEC_0008","Fe_f0.45um"
"459","BV Pin Sec","PZDU / PIN-SEC_0008","Cu_f0.45um"
"460","BV Pin Sec","PZDU / PIN-SEC_0008","Co_f0.45um"
"461","BV Pin Sec","PZDU / PIN-SEC_0008","Ca_f0.45um"
"462","BV Pin Sec","PZDU / PIN-SEC_0008","Ba_f0.45um"
"463","BV Pin Sec","PZDU / PIN-SEC_0008","B_f0.45um"
"464","BV Pin Sec","PZUV / PIN-SEC_0005","Zn"
"465","BV Pin Sec","PZUV / PIN-SEC_0005","Sr"
"466","BV Pin Sec","PZUV / PIN-SEC_0005","Phosphore total"
"467","BV Pin Sec","PZUV / PIN-SEC_0005","Ni"
"468","BV Pin Sec","PZUV / PIN-SEC_0005","Na"
"469","BV Pin Sec","PZUV / PIN-SEC_0005","Mn"
"470","BV Pin Sec","PZUV / PIN-SEC_0005","Mg"
"471","BV Pin Sec","PZUV / PIN-SEC_0005","Li"
"472","BV Pin Sec","PZUV / PIN-SEC_0005","K"
"473","BV Pin Sec","PZUV / PIN-SEC_0005","Fe"
"474","BV Pin Sec","PZUV / PIN-SEC_0005","Cu"
"475","BV Pin Sec","PZUV / PIN-SEC_0005","Co"
"476","BV Pin Sec","PZUV / PIN-SEC_0005","Ca"
"477","BV Pin Sec","PZUV / PIN-SEC_0005","Ba"
"478","BV Pin Sec","PZUV / PIN-SEC_0005","B"
"479","BV Pin Sec","PZUV / PIN-SEC_0005","Si_f0.45um"
"480","BV Pin Sec","PZUV / PIN-SEC_0005","Zn_f0.45um"
"481","BV Pin Sec","PZUV / PIN-SEC_0005","Sr_f0.45um"
"482","BV Pin Sec","PZUV / PIN-SEC_0005","P_f0.45um"
"483","BV Pin Sec","PZUV / PIN-SEC_0005","Ni_f0.45um"
"484","BV Pin Sec","PZUV / PIN-SEC_0005","Na_f0.45um"
"485","BV Pin Sec","PZUV / PIN-SEC_0005","Mn_f0.45um"
"486","BV Pin Sec","PZUV / PIN-SEC_0005","Mg_f0.45um"
"487","BV Pin Sec","PZUV / PIN-SEC_0005","Li_f0.45um"
"488","BV Pin Sec","PZUV / PIN-SEC_0005","K_f0.45um"
"489","BV Pin Sec","PZUV / PIN-SEC_0005","Fe_f0.45um"
"490","BV Pin Sec","PZUV / PIN-SEC_0005","Cu_f0.45um"
"491","BV Pin Sec","PZUV / PIN-SEC_0005","Co_f0.45um"
"492","BV Pin Sec","PZUV / PIN-SEC_0005","Ca_f0.45um"
"493","BV Pin Sec","PZUV / PIN-SEC_0005","Ba_f0.45um"
"494","BV Pin Sec","PZUV / PIN-SEC_0005","B_f0.45um"
"495","BV Pin Sec","EP_Robic / PIN-SEC_0042","Zn"
"496","BV Pin Sec","EP_Robic / PIN-SEC_0042","Sr"
"497","BV Pin Sec","EP_Robic / PIN-SEC_0042","Phosphore total"
"498","BV Pin Sec","EP_Robic / PIN-SEC_0042","Ni"
"499","BV Pin Sec","EP_Robic / PIN-SEC_0042","Na"
"500","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","P_f0.45um"
"501","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Ni_f0.45um"
"502","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Na_f0.45um"
"503","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Mn_f0.45um"
"504","BV Pin Sec","EP_Robic / PIN-SEC_0042","Mn"
"505","BV Pin Sec","EP_Robic / PIN-SEC_0042","Mg"
"506","BV Pin Sec","EP_Robic / PIN-SEC_0042","Li"
"507","BV Pin Sec","EP_Robic / PIN-SEC_0042","K"
"508","BV Pin Sec","EP_Robic / PIN-SEC_0042","Fe"
"509","BV Pin Sec","EP_Robic / PIN-SEC_0042","Cu"
"510","BV Pin Sec","EP_Robic / PIN-SEC_0042","Co"
"511","BV Pin Sec","EP_Robic / PIN-SEC_0042","Ca"
"512","BV Pin Sec","EP_Robic / PIN-SEC_0042","Ba"
"513","BV Pin Sec","EP_Robic / PIN-SEC_0042","B"
"514","BV Pin Sec","EP_Robic / PIN-SEC_0042","Si_f0.45um"
"515","BV Pin Sec","EP_Robic / PIN-SEC_0042","Zn_f0.45um"
"516","BV Pin Sec","EP_Robic / PIN-SEC_0042","Sr_f0.45um"
"517","BV Pin Sec","EP_Robic / PIN-SEC_0042","P_f0.45um"
"518","BV Pin Sec","EP_Robic / PIN-SEC_0042","Ni_f0.45um"
"519","BV Pin Sec","EP_Robic / PIN-SEC_0042","Na_f0.45um"
"520","BV Pin Sec","EP_Robic / PIN-SEC_0042","Mn_f0.45um"
"521","BV Pin Sec","EP_Robic / PIN-SEC_0042","Mg_f0.45um"
"522","BV Pin Sec","EP_Robic / PIN-SEC_0042","Li_f0.45um"
"523","BV Pin Sec","EP_Robic / PIN-SEC_0042","K_f0.45um"
"524","BV Pin Sec","EP_Robic / PIN-SEC_0042","Fe_f0.45um"
"525","BV Pin Sec","EP_Robic / PIN-SEC_0042","Cu_f0.45um"
"526","BV Pin Sec","EP_Robic / PIN-SEC_0042","Co_f0.45um"
"527","BV Pin Sec","EP_Robic / PIN-SEC_0042","Ca_f0.45um"
"528","BV Pin Sec","EP_Robic / PIN-SEC_0042","Ba_f0.45um"
"529","BV Pin Sec","EP_Robic / PIN-SEC_0042","B_f0.45um"
"530","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Zn"
"531","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Sr"
"532","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Phosphore total"
"533","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Ni"
"534","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Na"
"535","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Mn"
"536","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Mg"
"537","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Li"
"538","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","K"
"539","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Fe"
"540","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Cu"
"541","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Co"
"542","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Ca"
"543","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Ba"
"544","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","B"
"545","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Si_f0.45um"
"546","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Zn_f0.45um"
"547","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Sr_f0.45um"
"548","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","P_f0.45um"
"549","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Ni_f0.45um"
"550","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Na_f0.45um"
"551","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Mn_f0.45um"
"552","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Mg_f0.45um"
"553","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Li_f0.45um"
"554","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","K_f0.45um"
"555","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Fe_f0.45um"
"556","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Cu_f0.45um"
"557","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Co_f0.45um"
"558","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Ca_f0.45um"
"559","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","Ba_f0.45um"
"560","BV Pin Sec","Debitmetre Pin-Sec_EP / PIN-SEC_0036","B_f0.45um"
"561","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Zn"
"562","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Sr"
"563","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Phosphore total"
"564","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Ni"
"565","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Na"
"566","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Mn"
"567","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Mg"
"568","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Li"
"569","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","K"
"570","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Fe"
"571","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Cu"
"572","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Co"
"573","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Ca"
"574","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Ba"
"575","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","B"
"576","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Si_f0.45um"
"577","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Zn_f0.45um"
"578","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Sr_f0.45um"
"579","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","P_f0.45um"
"580","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Ni_f0.45um"
"581","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Na_f0.45um"
"582","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Mn_f0.45um"
"583","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Mg_f0.45um"
"584","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Li_f0.45um"
"585","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","K_f0.45um"
"586","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Fe_f0.45um"
"587","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Cu_f0.45um"
"588","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Co_f0.45um"
"589","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Ca_f0.45um"
"590","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","Ba_f0.45um"
"591","BV Pin Sec","EP_Lapeby / PIN-SEC_0043","B_f0.45um"
"592","BV Pin Sec","EU_Robic / PIN-SEC_0044","Zn"
"593","BV Pin Sec","EU_Robic / PIN-SEC_0044","Sr"
"594","BV Pin Sec","EU_Robic / PIN-SEC_0044","Phosphore total"
"595","BV Pin Sec","EU_Robic / PIN-SEC_0044","Ni"
"596","BV Pin Sec","EU_Robic / PIN-SEC_0044","Na"
"597","BV Pin Sec","EU_Robic / PIN-SEC_0044","Mn"
"598","BV Pin Sec","EU_Robic / PIN-SEC_0044","Mg"
"599","BV Pin Sec","EU_Robic / PIN-SEC_0044","Li"
"600","BV Pin Sec","EU_Robic / PIN-SEC_0044","K"
"601","BV Pin Sec","EU_Robic / PIN-SEC_0044","Fe"
"602","BV Pin Sec","EU_Robic / PIN-SEC_0044","Cu"
"603","BV Pin Sec","EU_Robic / PIN-SEC_0044","Co"
"604","BV Pin Sec","EU_Robic / PIN-SEC_0044","Ca"
"605","BV Pin Sec","EU_Robic / PIN-SEC_0044","Ba"
"606","BV Pin Sec","EU_Robic / PIN-SEC_0044","B"
"607","BV Pin Sec","EU_Robic / PIN-SEC_0044","Si_f0.45um"
"608","BV Pin Sec","EU_Robic / PIN-SEC_0044","Zn_f0.45um"
"609","BV Pin Sec","EU_Robic / PIN-SEC_0044","Sr_f0.45um"
"610","BV Pin Sec","EU_Robic / PIN-SEC_0044","P_f0.45um"
"611","BV Pin Sec","EU_Robic / PIN-SEC_0044","Ni_f0.45um"
"612","BV Pin Sec","EU_Robic / PIN-SEC_0044","Na_f0.45um"
"613","BV Pin Sec","EU_Robic / PIN-SEC_0044","Mn_f0.45um"
"614","BV Pin Sec","EU_Robic / PIN-SEC_0044","Mg_f0.45um"
"615","BV Pin Sec","EU_Robic / PIN-SEC_0044","Li_f0.45um"
"616","BV Pin Sec","EU_Robic / PIN-SEC_0044","K_f0.45um"
"617","BV Pin Sec","EU_Robic / PIN-SEC_0044","Fe_f0.45um"
"618","BV Pin Sec","EU_Robic / PIN-SEC_0044","Cu_f0.45um"
"619","BV Pin Sec","EU_Robic / PIN-SEC_0044","Co_f0.45um"
"620","BV Pin Sec","EU_Robic / PIN-SEC_0044","Ca_f0.45um"
"621","BV Pin Sec","EU_Robic / PIN-SEC_0044","Ba_f0.45um"
"622","BV Pin Sec","EU_Robic / PIN-SEC_0044","B_f0.45um"
"623","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Zn"
"624","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Sr"
"625","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Phosphore total"
"626","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Ni"
"627","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Na"
"628","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Mn"
"629","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Mg"
"630","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Li"
"631","BV Pin Sec","EU_Nancy / PIN-SEC_0048","K"
"632","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Fe"
"633","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Cu"
"634","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Co"
"635","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Ca"
"636","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Ba"
"637","BV Pin Sec","EU_Nancy / PIN-SEC_0048","B"
"638","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Si_f0.45um"
"639","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Zn_f0.45um"
"640","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Sr_f0.45um"
"641","BV Pin Sec","EU_Nancy / PIN-SEC_0048","P_f0.45um"
"642","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Ni_f0.45um"
"643","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Na_f0.45um"
"644","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Mn_f0.45um"
"645","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Mg_f0.45um"
"646","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Li_f0.45um"
"647","BV Pin Sec","EU_Nancy / PIN-SEC_0048","K_f0.45um"
"648","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Fe_f0.45um"
"649","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Cu_f0.45um"
"650","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Co_f0.45um"
"651","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Ca_f0.45um"
"652","BV Pin Sec","EU_Nancy / PIN-SEC_0048","Ba_f0.45um"
"653","BV Pin Sec","EU_Nancy / PIN-SEC_0048","B_f0.45um"
"654","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Zn"
"655","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Sr"
"656","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Phosphore total"
"657","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Ni"
"658","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Na"
"659","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Mn"
"660","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Mg"
"661","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Li"
"662","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","K"
"663","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Fe"
"664","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Cu"
"665","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Co"
"666","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Ca"
"667","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Ba"
"668","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","B"
"669","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Si_f0.45um"
"670","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Zn_f0.45um"
"671","BV Pin Sec","EU_Immeuble_Than / PIN-SEC_0047","Sr_f0.45um"
"672","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Sr"
"673","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Phosphore total"
"674","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Ni"
"675","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Na"
"676","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Mn"
"677","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Mg"
"678","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Li"
"679","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","K"
"680","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Fe"
"681","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Cu"
"682","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Co"
"683","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Ca"
"684","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Ba"
"685","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","B"
"686","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Si_f0.45um"
"687","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Zn_f0.45um"
"688","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Sr_f0.45um"
"689","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","P_f0.45um"
"690","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Ni_f0.45um"
"691","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Na_f0.45um"
"692","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Mn_f0.45um"
"693","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Mg_f0.45um"
"694","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Li_f0.45um"
"695","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","K_f0.45um"
"696","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Fe_f0.45um"
"697","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Cu_f0.45um"
"698","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Co_f0.45um"
"699","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Ca_f0.45um"
"700","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Ba_f0.45um"
"701","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","B_f0.45um"
"702","BV Pin Sec","Debitmetre Pin-Sec_EU / PIN-SEC_0037","Zn"
"703","Prairie de Mauves","C1 / PDM_0068","Pb_sol"
"704","Prairie de Mauves","C1 / PDM_0068","Méthyl (2) fluoranthène solide"
"705","Prairie de Mauves","C2 / PDM_0069","Zn_sol"
"706","Prairie de Mauves","C2 / PDM_0069","Ba_sol"
