"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"141","BV Pin Sec","PZCS / PIN-SEC_0009","Ca_f0.45um",2014-10-23 12:00:00,15.448,"ICP-OES-1"
"142","BV Pin Sec","PZCS / PIN-SEC_0009","Ba_f0.45um",2014-10-23 12:00:00,0.067,"ICP-OES-1"
"143","BV Pin Sec","PZCS / PIN-SEC_0009","B_f0.45um",2014-10-23 12:00:00,0.059,"ICP-OES-1"
"144","BV Pin Sec","PZGO / PIN-SEC_0010","Zn",2014-10-21 11:45:00,28.3,"ICP-OES-1"
"145","BV Pin Sec","PZGO / PIN-SEC_0010","Sr",2014-10-21 11:45:00,0.089,"ICP-OES-1"
"146","BV Pin Sec","PZGO / PIN-SEC_0010","Phosphore total",2014-10-21 11:45:00,0.227,"ICP-OES-1"
"147","BV Pin Sec","PZGO / PIN-SEC_0010","Ni",2014-10-21 11:45:00,12.5,"ICP-OES-1"
"148","BV Pin Sec","PZGO / PIN-SEC_0010","Na",2014-10-21 11:45:00,39.334,"ICP-OES-1"
"149","BV Pin Sec","PZGO / PIN-SEC_0010","Mn",2014-10-21 11:45:00,1.544,"ICP-OES-1"
"150","BV Pin Sec","PZGO / PIN-SEC_0010","Mg",2014-10-21 11:45:00,22.498,"ICP-OES-1"
"151","BV Pin Sec","PZGO / PIN-SEC_0010","Li",2014-10-21 11:45:00,0.014,"ICP-OES-1"
"152","BV Pin Sec","PZGO / PIN-SEC_0010","K",2014-10-21 11:45:00,5.459,"ICP-OES-1"
"153","BV Pin Sec","PZGO / PIN-SEC_0010","Fe",2014-10-21 11:45:00,10.018,"ICP-OES-1"
"154","BV Pin Sec","PZGO / PIN-SEC_0010","Cu",2014-10-21 11:45:00,0.013,"ICP-OES-1"
"155","BV Pin Sec","PZGO / PIN-SEC_0010","Co",2014-10-21 11:45:00,0.017,"ICP-OES-1"
"156","BV Pin Sec","PZGO / PIN-SEC_0010","Ca",2014-10-21 11:45:00,11.6,"ICP-OES-1"
"157","BV Pin Sec","PZGO / PIN-SEC_0010","Ba",2014-10-21 11:45:00,0.1,"ICP-OES-1"
"158","BV Pin Sec","PZGO / PIN-SEC_0010","B",2014-10-21 11:45:00,0.07,"ICP-OES-1"
"159","BV Pin Sec","PZGO / PIN-SEC_0010","Si_f0.45um",2014-10-21 11:45:00,7.853,"ICP-OES-1"
"160","BV Pin Sec","PZGO / PIN-SEC_0010","Zn_f0.45um",2014-10-21 11:45:00,10.6,"ICP-OES-1"
"161","BV Pin Sec","PZGO / PIN-SEC_0010","Sr_f0.45um",2014-10-21 11:45:00,0.085,"ICP-OES-1"
"162","BV Pin Sec","PZGO / PIN-SEC_0010","P_f0.45um",2014-10-21 11:45:00,NA,"ICP-OES-1"
"163","BV Pin Sec","PZGO / PIN-SEC_0010","Ni_f0.45um",2014-10-21 11:45:00,NA,"ICP-OES-1"
