"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"29179","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Cr_F0.45um",2016-06-14 13:40:00,3.454,"ICP-MS 2008/2016"
"29180","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Cu_F0.45um",2016-06-14 13:40:00,8.566,"ICP-MS 2008/2016"
"29181","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Fe_F0.45um",2016-06-14 13:40:00,1.928,"ICP-OES-1"
"29182","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","K_F0.45um",2016-06-14 13:40:00,0.543,"ICP-OES-1"
"29183","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Mg_F0.45um",2016-06-14 13:40:00,0.274,"ICP-OES-1"
"29184","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Mn_F0.45um",2016-06-14 13:40:00,0.138,"ICP-OES-1"
"29185","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Mo_F0.45um",2016-06-14 13:40:00,NA,"ICP-OES-1"
"29186","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Na_F0.45um",2016-06-14 13:40:00,0.374,"ICP-OES-1"
"29187","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Ni_F0.45um",2016-06-14 13:40:00,3.504,"ICP-MS 2008/2016"
"29188","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","P_F0.45um",2016-06-14 13:40:00,0.095,"ICP-OES-1"
"29189","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Pb_F0.45um",2016-06-14 13:40:00,2.164,"ICP-MS 2008/2016"
"29190","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Sr_F0.45um",2016-06-14 13:40:00,0.004,"ICP-OES-1"
"29191","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Ti_F0.45um",2016-06-14 13:40:00,0.059,"ICP-OES-1"
"29192","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","V_F0.45um",2016-06-14 13:40:00,3.333,"ICP-MS 2008/2016"
"29193","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Zn_F0.45um",2016-06-14 13:40:00,36,"ICP-1"
"29194","Noue ZAC de la Brosse","Noue Brosse sortie / NB_01","Pt_F0.45um",2016-06-14 13:40:00,NA,"ICP-MS 2008/2016"
"30048","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Al_f0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30049","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","As_f0.45um",2016-06-14 13:20:00,7.214,"ICP-1"
"30050","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ba_f0.45um",2016-06-14 13:20:00,0.036,"ICP-OES-1"
"30051","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ca_f0.45um",2016-06-14 13:20:00,54.599,"ICP-OES-1"
"30052","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cd_f0.45um",2016-06-14 13:20:00,NA,"ICP-MS 2008/2016"
"30053","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Co_f0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30054","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cr_f0.45um",2016-06-14 13:20:00,0.162,"ICP-MS 2008/2016"
"30055","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cu_f0.45um",2016-06-14 13:20:00,3.036,"ICP-MS 2008/2016"
"30056","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Fe_f0.45um",2016-06-14 13:20:00,0.032,"ICP-OES-1"
"30057","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","K_f0.45um",2016-06-14 13:20:00,7.062,"ICP-OES-1"
"30058","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mg_f0.45um",2016-06-14 13:20:00,14.079,"ICP-OES-1"
"30059","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mn_f0.45um",2016-06-14 13:20:00,0.059,"ICP-OES-1"
"30060","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mo_f0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30061","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Na_f0.45um",2016-06-14 13:20:00,44.404,"ICP-OES-1"
"30062","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ni_f0.45um",2016-06-14 13:20:00,6.602,"ICP-MS 2008/2016"
"30063","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","P_f0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30064","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Pb_f0.45um",2016-06-14 13:20:00,NA,"ICP-MS 2008/2016"
"30065","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Sr_f0.45um",2016-06-14 13:20:00,0.204,"ICP-OES-1"
"30066","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ti_f0.45um",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30067","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","V_f0.45um",2016-06-14 13:20:00,1.613,"ICP-MS 2008/2016"
"30068","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Zn_f0.45um",2016-06-14 13:20:00,16.203,"ICP-1"
"30069","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Pt_f0.45um",2016-06-14 13:20:00,NA,"ICP-MS 2008/2016"
"30070","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Al",2016-06-14 13:20:00,0.239,"ICP-OES-1"
"30071","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","As",2016-06-14 13:20:00,12.373,"ICP-1"
"30072","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ba",2016-06-14 13:20:00,0.039,"ICP-OES-1"
"30073","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Ca",2016-06-14 13:20:00,51.866,"ICP-OES-1"
"30074","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cd",2016-06-14 13:20:00,NA,"ICP-MS 2008/2016"
"30075","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Co",2016-06-14 13:20:00,NA,"ICP-OES-1"
"30076","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cr",2016-06-14 13:20:00,0.707,"ICP-MS 2008/2016"
"30077","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Cu",2016-06-14 13:20:00,7.607,"ICP-MS 2008/2016"
"30078","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Fe",2016-06-14 13:20:00,0.789,"ICP-OES-1"
"30079","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","K",2016-06-14 13:20:00,6.796,"ICP-OES-1"
"30080","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mg",2016-06-14 13:20:00,13.257,"ICP-OES-1"
"30081","Noue ZAC de la Brosse","Noue Brosse entrée / NB_02","Mn",2016-06-14 13:20:00,0.086,"ICP-OES-1"
