"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"3791","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ca",2015-09-28 09:15:00,16.003,"ICP-OES-1"
"3792","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ba",2015-09-28 09:15:00,0.025,"ICP-OES-1"
"3793","Agglomération Nantaise","Bassin Pierre Anne / AN_001","As",2015-09-28 09:15:00,2.127,"ICP-1"
"3794","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Al",2015-09-28 09:15:00,NA,"ICP-OES-1"
"3795","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Pt_f0.45um",2015-09-28 09:15:00,NA,"ICP-MS 2008/2016"
"3796","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Zn_f0.45um",2015-09-28 09:15:00,NA,"ICP-OES-1"
"3797","Agglomération Nantaise","Bassin Pierre Anne / AN_001","V_f0.45um",2015-09-28 09:15:00,0.241,"ICP-MS 2008/2016"
"3798","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ti_f0.45um",2015-09-28 09:15:00,NA,"ICP-OES-1"
"3799","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Sr_f0.45um",2015-09-28 09:15:00,0.086,"ICP-OES-1"
"3800","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Pb_f0.45um",2015-09-28 09:15:00,NA,"ICP-MS 2008/2016"
"3801","Agglomération Nantaise","Bassin Pierre Anne / AN_001","P_f0.45um",2015-09-28 09:15:00,NA,"ICP-OES-1"
"3802","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ni_f0.45um",2015-09-28 09:15:00,0.68,"ICP-MS 2008/2016"
"3803","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Na_f0.45um",2015-09-28 09:15:00,30.304,"ICP-OES-1"
"3804","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mo_f0.45um",2015-09-28 09:15:00,NA,"ICP-OES-1"
"3805","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mn_f0.45um",2015-09-28 09:15:00,0.005,"ICP-OES-1"
"3806","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mg_f0.45um",2015-09-28 09:15:00,8.597,"ICP-OES-1"
"3807","Agglomération Nantaise","Bassin Pierre Anne / AN_001","K_f0.45um",2015-09-28 09:15:00,0.948,"ICP-OES-1"
"3808","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Fe_f0.45um",2015-09-28 09:15:00,0.039,"ICP-OES-1"
"3809","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cu_f0.45um",2015-09-28 09:15:00,0.455,"ICP-MS 2008/2016"
"3810","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Cr_f0.45um",2015-09-28 09:15:00,NA,"ICP-MS 2008/2016"
"3811","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Co_f0.45um",2015-09-28 09:15:00,NA,"ICP-OES-1"
"3812","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mo_f0.45um",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3813","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mn_f0.45um",2015-09-28 08:15:00,0.009,"ICP-OES-1"
"3814","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Mg_f0.45um",2015-09-28 08:15:00,10.291,"ICP-OES-1"
