"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"629",38121,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Mo_f0.45um",2018-02-13 09:00:00,0.9087,"ICP-MS 2017/20xx-1"
"630",38123,"Écoquartier Bottière-Chesnaie","EcoQUA_015","As_F0.45um",2018-02-13 09:00:00,0.175,"ICP-MS 2017/20xx-1"
"631",38126,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cd_F0.45um",2018-02-13 09:00:00,0.0235,"ICP-MS 2017/20xx-1"
"632",38127,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Co_F0.45um",2018-02-13 09:00:00,0.0995,"ICP-MS 2017/20xx-1"
"633",38128,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cr_F0.45um",2018-02-13 09:00:00,0.9918,"ICP-MS 2017/20xx-1"
"634",38129,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cu_F0.45um",2018-02-13 09:00:00,1.4337,"ICP-MS 2017/20xx-1"
"635",38213,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cd_f0.45um",2018-02-13 09:00:00,0.0184,"ICP-MS 2017/20xx-1"
"636",38215,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Mo_F0.45um",2018-02-13 09:00:00,0.0207,"ICP-MS 2017/20xx-1"
"637",38218,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Co",2018-02-13 09:00:00,0.6006,"ICP-MS 2017/20xx-1"
"638",38223,"Écoquartier Bottière-Chesnaie","EcoQUA_010","As_f0.45um",2018-02-13 09:00:00,2.1129,"ICP-MS 2017/20xx-1"
"639",38224,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cu_F0.45um",2018-02-13 09:00:00,3.0245,"ICP-MS 2017/20xx-1"
"640",38225,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cd",2018-02-13 09:00:00,0.0389,"ICP-MS 2017/20xx-1"
"641",38226,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cr_F0.45um",2018-02-13 09:00:00,2.1056,"ICP-MS 2017/20xx-1"
"642",38228,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Co_F0.45um",2018-02-13 09:00:00,0.3403,"ICP-MS 2017/20xx-1"
"643",38229,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cd_F0.45um",2018-02-13 09:00:00,0.0205,"ICP-MS 2017/20xx-1"
"644",38230,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Mo",2018-02-13 09:00:00,0.8676,"ICP-MS 2017/20xx-1"
"645",38235,"Écoquartier Bottière-Chesnaie","EcoQUA_010","As_F0.45um",2018-02-13 09:00:00,0.4559,"ICP-MS 2017/20xx-1"
"646",38238,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Mo_f0.45um",2018-02-13 09:00:00,0.8469,"ICP-MS 2017/20xx-1"
"647",38744,"Écoquartier Bottière-Chesnaie","EcoQUA_010","As",2018-02-13 09:00:00,2.5688,"ICP-MS 2017/20xx-1"
"648",38745,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cu_f0.45um",2018-02-13 09:00:00,8.4585,"ICP-MS 2017/20xx-1"
"649",38746,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cu",2018-02-13 09:00:00,11.4831,"ICP-MS 2017/20xx-1"
"650",38748,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Co_f0.45um",2018-02-13 09:00:00,0.2603,"ICP-MS 2017/20xx-1"
"651",38749,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cr",2018-02-13 09:00:00,2.1056,"ICP-MS 2017/20xx-1"
"652",38753,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Zn_F0.45um",2018-02-13 09:00:00,19.6079,"ICP-MS 2017/20xx-1"
"653",38754,"Écoquartier Bottière-Chesnaie","EcoQUA_015","V_F0.45um",2018-02-13 09:00:00,0.4837,"ICP-MS 2017/20xx-1"
