"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"32",16280,"Prairie de Mauves","PDM_0007","Pyr_f0.45um",2012-02-06 13:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"33",17227,"Prairie de Mauves","PDM_0077","Fla_sol",2010-03-08 00:00:00,1920,"GC/MS/MS_Sol"
"34",17708,"Prairie de Mauves","PDM_0007","Pyr_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"35",17714,"Prairie de Mauves","PDM_0007","Fla_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"36",17718,"Prairie de Mauves","PDM_0007","BaAnt_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"37",17719,"Prairie de Mauves","PDM_0007","BaPyr_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"38",17722,"Prairie de Mauves","PDM_0007","BkFla_f0.45um",2012-06-28 00:00:00,0.005,"GC/MS(/MS) (L/L hexane)"
"39",17917,"Prairie de Mauves","PDM_0068","Fla_sol",2010-03-09 00:00:00,1759,"GC/MS/MS_Sol"
"40",17958,"Prairie de Mauves","PDM_0068","Fla_sol",2010-03-09 00:00:00,3076,"GC/MS/MS_Sol"
"41",18263,"Prairie de Mauves","PDM_0005","Pyr_f0.45um",2011-09-20 12:30:00,0.005,"GC/MS(/MS) (L/L hexane)"
"42",18270,"Prairie de Mauves","PDM_0005","Fla_f0.45um",2011-09-20 12:30:00,0.005,"GC/MS(/MS) (L/L hexane)"
"43",18274,"Prairie de Mauves","PDM_0005","BaAnt_f0.45um",2011-09-20 12:30:00,0.005,"GC/MS(/MS) (L/L hexane)"
"44",18275,"Prairie de Mauves","PDM_0005","BaPyr_f0.45um",2011-09-20 12:30:00,0.005,"GC/MS(/MS) (L/L hexane)"
"45",18277,"Prairie de Mauves","PDM_0005","BkFla_f0.45um",2011-09-20 12:30:00,0.005,"GC/MS(/MS) (L/L hexane)"
"46",18499,"Prairie de Mauves","PDM_0069","Fla_sol",2010-03-09 00:00:00,60,"GC/MS/MS_Sol"
"47",18549,"Prairie de Mauves","PDM_0069","Fla_sol",2010-03-09 00:00:00,636,"GC/MS/MS_Sol"
