"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"105",33306,"Bassin Chézine BO3","BO3_03","As",2017-09-25 12:00:00,6.1506,"ICP-MS 2017/20xx-1"
"106",33309,"Bassin Chézine BO3","BO3_01","As",2017-09-25 12:00:00,8.7561,"ICP-MS 2017/20xx-1"
"107",33312,"Bassin Chézine BO3","BO3_01","Cd",2017-09-25 12:00:00,0.1007,"ICP-MS 2017/20xx-1"
"108",33313,"Bassin Chézine BO3","BO3_01","Co",2017-09-25 12:00:00,0.9848,"ICP-MS 2017/20xx-1"
"109",33314,"Bassin Chézine BO3","BO3_01","Cr",2017-09-25 12:00:00,6.4621,"ICP-MS 2017/20xx-1"
"110",33315,"Bassin Chézine BO3","BO3_01","Cu",2017-09-25 12:00:00,17.0201,"ICP-MS 2017/20xx-1"
"111",33320,"Bassin Chézine BO3","BO3_01","Mo",2017-09-25 12:00:00,2.1425,"ICP-MS 2017/20xx-1"
"112",33322,"Bassin Chézine BO3","BO3_01","Ni",2017-09-25 12:00:00,6.1974,"ICP-MS 2017/20xx-1"
"113",33324,"Bassin Chézine BO3","BO3_01","Pb",2017-09-25 12:00:00,3.083,"ICP-MS 2017/20xx-1"
"114",33326,"Bassin Chézine BO3","BO3_01","Sr",2017-09-25 12:00:00,35.1721,"ICP-MS 2017/20xx-1"
"115",33327,"Bassin Chézine BO3","BO3_01","Ti",2017-09-25 12:00:00,131.2355,"ICP-MS 2017/20xx-1"
"116",33328,"Bassin Chézine BO3","BO3_01","V",2017-09-25 12:00:00,5.5074,"ICP-MS 2017/20xx-1"
"117",33329,"Bassin Chézine BO3","BO3_01","Zn",2017-09-25 12:00:00,36.6156,"ICP-MS 2017/20xx-1"
"118",33717,"Bassin Chézine BO3","BO3_01","As",2017-10-20 12:00:00,7.4987,"ICP-MS 2017/20xx-1"
"119",33720,"Bassin Chézine BO3","BO3_01","Cd",2017-10-20 12:00:00,0.0524,"ICP-MS 2017/20xx-1"
"120",33721,"Bassin Chézine BO3","BO3_01","Co",2017-10-20 12:00:00,1.2368,"ICP-MS 2017/20xx-1"
"121",33722,"Bassin Chézine BO3","BO3_01","Cr",2017-10-20 12:00:00,6.3108,"ICP-MS 2017/20xx-1"
"122",33723,"Bassin Chézine BO3","BO3_01","Cu",2017-10-20 12:00:00,16.2658,"ICP-MS 2017/20xx-1"
"123",33728,"Bassin Chézine BO3","BO3_01","Mo",2017-10-20 12:00:00,1.5426,"ICP-MS 2017/20xx-1"
"124",34232,"Bassin Chézine BO3","BO3_01","Pb",2017-10-20 12:00:00,2.7835,"ICP-MS 2017/20xx-1"
"125",34233,"Bassin Chézine BO3","BO3_01","Sr",2017-10-20 12:00:00,27.1483,"ICP-MS 2017/20xx-1"
"126",34234,"Bassin Chézine BO3","BO3_01","Ti",2017-10-20 12:00:00,184.7813,"ICP-MS 2017/20xx-1"
