"","Parametre","Station","Site","count"
"9312","Sr_f3kDa","La Loire / PDM_0066","Prairie de Mauves",2
"9313","Sr_f3kDa","Puits 2 / PDM_0017","Prairie de Mauves",4
"9314","Sr_f3kDa","Puits 4 / PDM_0019","Prairie de Mauves",4
"9315","Sr_f3kDa","Puits 5 / PDM_0020","Prairie de Mauves",5
"9316","Sr_f3kDa","Puits 7 / PDM_0022","Prairie de Mauves",6
"9317","Sr_f3kDa","PZ1 / PDM_0001","Prairie de Mauves",3
"9318","Sr_f3kDa","PZ2 / PDM_0002","Prairie de Mauves",3
"9319","Sr_f3kDa","PZ4 / PDM_0004","Prairie de Mauves",3
"9320","Sr_f3kDa","PZ5 / PDM_0005","Prairie de Mauves",6
"9321","Sr_f3kDa","PZ6 / PDM_0006","Prairie de Mauves",6
"9322","Sr_f3kDa","PZ7 / PDM_0007","Prairie de Mauves",5
"9323","Sr_f3kDa","PZ8 / PDM_0008","Prairie de Mauves",4
"9324","Sr_f8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"9325","Sr_f8um","La Loire / PDM_0066","Prairie de Mauves",4
"9326","Sr_f8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"9327","Sr_f8um","Puits 4 / PDM_0019","Prairie de Mauves",7
"9328","Sr_f8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"9329","Sr_f8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"9330","Sr_f8um","PZ1 / PDM_0001","Prairie de Mauves",3
"9331","Sr_f8um","PZ2 / PDM_0002","Prairie de Mauves",4
"9332","Sr_f8um","PZ4 / PDM_0004","Prairie de Mauves",3
"9333","Sr_f8um","PZ5 / PDM_0005","Prairie de Mauves",9
"9334","Sr_f8um","PZ6 / PDM_0006","Prairie de Mauves",8
"9335","Sr_f8um","PZ7 / PDM_0007","Prairie de Mauves",7
"9336","Sr_f8um","PZ8 / PDM_0008","Prairie de Mauves",6
"9337","Sr_F8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"9338","Sr_F8um","La Loire / PDM_0066","Prairie de Mauves",4
"9339","Sr_F8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"9340","Sr_F8um","Puits 4 / PDM_0019","Prairie de Mauves",6
"9341","Sr_F8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"9342","Sr_F8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"9343","Sr_F8um","PZ1 / PDM_0001","Prairie de Mauves",3
"9344","Sr_F8um","PZ2 / PDM_0002","Prairie de Mauves",4
"9345","Sr_F8um","PZ4 / PDM_0004","Prairie de Mauves",3
"9346","Sr_F8um","PZ5 / PDM_0005","Prairie de Mauves",8
"9347","Sr_F8um","PZ6 / PDM_0006","Prairie de Mauves",8
"9348","Sr_F8um","PZ7 / PDM_0007","Prairie de Mauves",6
"9349","Sr_F8um","PZ8 / PDM_0008","Prairie de Mauves",6
"9350","Sr_sol","Bassin Agena / AN_008","Agglomération Nantaise",6
"9351","Sr_sol","Bassin Baudinière / AN_005","Agglomération Nantaise",6
"9352","Sr_sol","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",4
"9353","Sr_sol","Bassin Mortier / AN_002","Agglomération Nantaise",6
"9354","Sr_sol","Bassin Pierre Anne / AN_001","Agglomération Nantaise",4
"9355","Sr_sol","Bassin Scott / AN_007","Agglomération Nantaise",10
"9356","Sr_sol","Bassin ZAC Minais / AN_003","Agglomération Nantaise",4
"9357","Sr_sol","BO3 - entrée / BO3_01","Bassin Chézine BO3",4
"9358","Sr_sol","BO3 - milieu / BO3_02","Bassin Chézine BO3",18
"9359","Sr_sol","BO3 - sortie / BO3_03","Bassin Chézine BO3",4
"9360","Sr_sol","BO4 - Bassin d'orage n4 / CHEZ_0010","BV Chézine",4
"9361","Sr_sol","C1 / PDM_0068","Prairie de Mauves",8
"9362","Sr_sol","C2 / PDM_0069","Prairie de Mauves",6
"9363","Sr_sol","C3 / PDM_0070","Prairie de Mauves",7
"9364","Sr_sol","F1 / PDM_0076","Prairie de Mauves",2
"9365","Sr_sol","F4 / PDM_0077","Prairie de Mauves",3
"9366","Sr_sol","F5 / PDM_0078","Prairie de Mauves",2
"9367","Sr_sol","F7 / PDM_0079","Prairie de Mauves",3
"9368","Sr_sol","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",3
"9369","Sr_sol","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",7
"9370","Sr_sol","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",4
"9371","Sr_sol","Noue Chateau d'Aux / AN_004","Agglomération Nantaise",6
"9372","Sr_sol","Noue Vertonne / AN_006","Agglomération Nantaise",6
"9373","Sr_sol","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"9374","Sr_sol","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"9375","Sr_sol","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"9376","Sr_sol","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",14
"9377","Sr_sol","T1 / PDM_0071","Prairie de Mauves",3
"9378","Sr_sol","T2 / PDM_0072","Prairie de Mauves",3
"9379","Sr_sol","T3 / PDM_0073","Prairie de Mauves",4
"9380","Sr_sol","T4 / PDM_0074","Prairie de Mauves",4
"9381","Sr_sol","VaB entree / VaB_03","Bassin Ville au Blanc",5
"9382","Sr_sol","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"9383","Sr_sol","VaB sortie / VaB_04","Bassin Ville au Blanc",5
"9384","Styrène","Puits 2 / PDM_0017","Prairie de Mauves",4
"9385","Styrène","PZ11 / PDM_0080","Prairie de Mauves",2
"9386","Styrène","PZ5 / PDM_0005","Prairie de Mauves",4
"9387","Styrène","PZ7 / PDM_0007","Prairie de Mauves",4
"9388","Styrène","PZ9bis / PDM_0009","Prairie de Mauves",4
"9389","Sulcotrione","BO3 - entrée / BO3_01","Bassin Chézine BO3",1
"9390","Sulcotrione","BO3 - milieu / BO3_02","Bassin Chézine BO3",1
"9391","Sulcotrione","BO3 - sortie / BO3_03","Bassin Chézine BO3",1
"9392","Sulcotrione","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",1
"9393","Sulcotrione","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",1
"9394","Sulcotrione","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",1
"9395","Sulcotrione","VaB entree / VaB_03","Bassin Ville au Blanc",1
"9396","Sulcotrione","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"9397","Sulcotrione","VaB sortie / VaB_04","Bassin Ville au Blanc",1
"9398","Sulfates","Etang 1 / PDM_0067","Prairie de Mauves",2
"9399","Sulfates","La Loire / PDM_0066","Prairie de Mauves",4
"9400","Sulfates","Puits 2 / PDM_0017","Prairie de Mauves",7
"9401","Sulfates","Puits 4 / PDM_0019","Prairie de Mauves",7
"9402","Sulfates","Puits 5 / PDM_0020","Prairie de Mauves",7
"9403","Sulfates","Puits 7 / PDM_0022","Prairie de Mauves",8
"9404","Sulfates","PZ1 / PDM_0001","Prairie de Mauves",18
"9405","Sulfates","PZ11 / PDM_0080","Prairie de Mauves",1
"9406","Sulfates","PZ2 / PDM_0002","Prairie de Mauves",17
"9407","Sulfates","PZ4 / PDM_0004","Prairie de Mauves",18
"9408","Sulfates","PZ5 / PDM_0005","Prairie de Mauves",25
"9409","Sulfates","PZ6 / PDM_0006","Prairie de Mauves",23
"9410","Sulfates","PZ7 / PDM_0007","Prairie de Mauves",8
"9411","Sulfates","PZ8 / PDM_0008","Prairie de Mauves",6
"9412","Sulfates","PZ9bis / PDM_0009","Prairie de Mauves",1
"9413","Sulfosulfuron","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9414","Sulfosulfuron","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9415","Sulfosulfuron","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9416","Sulfosulfuron","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9417","Sulfosulfuron","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9418","Sulfosulfuron","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9419","Sulfotep","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9420","Sulfotep","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9421","Sulfotep","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9422","Sulfotep","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9423","Sulfotep","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9424","Sulfotep","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9425","Sulfures","Puits 2 / PDM_0017","Prairie de Mauves",3
"9426","Sulfures","Puits 4 / PDM_0019","Prairie de Mauves",1
"9427","Sulfures","Puits 5 / PDM_0020","Prairie de Mauves",1
"9428","Sulfures","Puits 7 / PDM_0022","Prairie de Mauves",1
"9429","Sulfures","PZ1 / PDM_0001","Prairie de Mauves",1
"9430","Sulfures","PZ11 / PDM_0080","Prairie de Mauves",1
"9431","Sulfures","PZ4 / PDM_0004","Prairie de Mauves",1
"9432","Sulfures","PZ5 / PDM_0005","Prairie de Mauves",4
"9433","Sulfures","PZ6 / PDM_0006","Prairie de Mauves",1
"9434","Sulfures","PZ7 / PDM_0007","Prairie de Mauves",3
"9435","Sulfures","PZ9bis / PDM_0009","Prairie de Mauves",3
"9436","Sulfures_sol","F1 / PDM_0076","Prairie de Mauves",1
"9437","Sulfures_sol","F4 / PDM_0077","Prairie de Mauves",1
"9438","T_insitu","_Laetitia Pineau / Num_stationtestlp","Stations de travail",3
"9439","T_insitu","Etang 1 / PDM_0067","Prairie de Mauves",2
"9440","T_insitu","F_RTE / PDM_0065","Prairie de Mauves",1
"9441","T_insitu","La Loire / PDM_0066","Prairie de Mauves",3
"9442","T_insitu","Puits 2 / PDM_0017","Prairie de Mauves",30
"9443","T_insitu","Puits 3 / PDM_0018","Prairie de Mauves",16
"9444","T_insitu","Puits 4 / PDM_0019","Prairie de Mauves",26
"9445","T_insitu","Puits 5 / PDM_0020","Prairie de Mauves",32
"9446","T_insitu","Puits 6 / PDM_0021","Prairie de Mauves",15
"9447","T_insitu","Puits 7 / PDM_0022","Prairie de Mauves",15
"9448","T_insitu","PZ1 / PDM_0001","Prairie de Mauves",4
"9449","T_insitu","PZ1 bis / PDM_0083","Prairie de Mauves",20
"9450","T_insitu","PZ1 ter / PDM_0090","Prairie de Mauves",7
"9451","T_insitu","PZ11 / PDM_0080","Prairie de Mauves",23
"9452","T_insitu","PZ12 / PDM_0081","Prairie de Mauves",23
"9453","T_insitu","PZ15 / PDM_0082","Prairie de Mauves",21
"9454","T_insitu","PZ16 / PDM_0088","Prairie de Mauves",10
"9455","T_insitu","PZ2 / PDM_0002","Prairie de Mauves",5
"9456","T_insitu","PZ3 bis / PDM_0085","Prairie de Mauves",10
"9457","T_insitu","PZ4 / PDM_0004","Prairie de Mauves",4
"9458","T_insitu","PZ4 bis / PDM_0084","Prairie de Mauves",10
"9459","T_insitu","PZ5 / PDM_0005","Prairie de Mauves",22
"9460","T_insitu","PZ5 Court / PDM_0087","Prairie de Mauves",1
"9461","T_insitu","PZ5 Long / PDM_0086","Prairie de Mauves",10
"9462","T_insitu","PZ6 / PDM_0006","Prairie de Mauves",20
"9463","T_insitu","PZ7 / PDM_0007","Prairie de Mauves",31
"9464","T_insitu","PZ8 / PDM_0008","Prairie de Mauves",29
"9465","T_insitu","PZ9bis / PDM_0009","Prairie de Mauves",20
"9466","T_labo","La Loire / PDM_0066","Prairie de Mauves",1
"9467","T_labo","Puits 2 / PDM_0017","Prairie de Mauves",1
"9468","T_labo","Puits 4 / PDM_0019","Prairie de Mauves",1
"9469","T_labo","Puits 5 / PDM_0020","Prairie de Mauves",2
"9470","T_labo","Puits 7 / PDM_0022","Prairie de Mauves",2
"9471","T_labo","PZ2 / PDM_0002","Prairie de Mauves",2
"9472","T_labo","PZ5 / PDM_0005","Prairie de Mauves",2
"9473","T_labo","PZ6 / PDM_0006","Prairie de Mauves",2
"9474","T_labo","PZ7 / PDM_0007","Prairie de Mauves",2
"9475","T_labo","PZ8 / PDM_0008","Prairie de Mauves",2
"9476","Tébuconazole","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9477","Tébuconazole","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9478","Tébuconazole","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9479","Tébuconazole","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9480","Tébuconazole","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9481","Tébuconazole","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9482","Tébufénozide","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9483","Tébufénozide","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9484","Tébufénozide","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9485","Tébufénozide","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9486","Tébufénozide","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9487","Tébufénozide","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9488","Tébufenpyrad","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9489","Tébufenpyrad","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9490","Tébufenpyrad","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9491","Tébufenpyrad","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9492","Tébufenpyrad","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9493","Tébufenpyrad","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9494","Tébutame","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9495","Tébutame","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9496","Tébutame","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9497","Tébutame","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9498","Tébutame","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9499","Tébutame","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9500","Tébuthiuron","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9501","Tébuthiuron","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9502","Tébuthiuron","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9503","Tébuthiuron","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9504","Tébuthiuron","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9505","Tébuthiuron","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9506","Téfluthrine","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9507","Téfluthrine","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9508","Téfluthrine","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9509","Téfluthrine","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9510","Téfluthrine","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9511","Téfluthrine","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9512","Tétrachloroéthane 1,1,1,2","Puits 2 / PDM_0017","Prairie de Mauves",4
"9513","Tétrachloroéthane 1,1,1,2","PZ11 / PDM_0080","Prairie de Mauves",2
"9514","Tétrachloroéthane 1,1,1,2","PZ5 / PDM_0005","Prairie de Mauves",4
"9515","Tétrachloroéthane 1,1,1,2","PZ7 / PDM_0007","Prairie de Mauves",4
"9516","Tétrachloroéthane 1,1,1,2","PZ9bis / PDM_0009","Prairie de Mauves",4
"9517","Tétrachloroéthane 1,1,2,2","Puits 2 / PDM_0017","Prairie de Mauves",4
"9518","Tétrachloroéthane 1,1,2,2","PZ11 / PDM_0080","Prairie de Mauves",2
"9519","Tétrachloroéthane 1,1,2,2","PZ5 / PDM_0005","Prairie de Mauves",4
"9520","Tétrachloroéthane 1,1,2,2","PZ7 / PDM_0007","Prairie de Mauves",4
"9521","Tétrachloroéthane 1,1,2,2","PZ9bis / PDM_0009","Prairie de Mauves",4
"9522","Tétrachloroéthylène (=perchloroéthylène)","Puits 2 / PDM_0017","Prairie de Mauves",4
"9523","Tétrachloroéthylène (=perchloroéthylène)","Puits 4 / PDM_0019","Prairie de Mauves",1
"9524","Tétrachloroéthylène (=perchloroéthylène)","PZ11 / PDM_0080","Prairie de Mauves",2
"9525","Tétrachloroéthylène (=perchloroéthylène)","PZ5 / PDM_0005","Prairie de Mauves",6
"9526","Tétrachloroéthylène (=perchloroéthylène)","PZ6 / PDM_0006","Prairie de Mauves",1
"9527","Tétrachloroéthylène (=perchloroéthylène)","PZ7 / PDM_0007","Prairie de Mauves",6
"9528","Tétrachloroéthylène (=perchloroéthylène)","PZ8 / PDM_0008","Prairie de Mauves",1
"9529","Tétrachloroéthylène (=perchloroéthylène)","PZ9bis / PDM_0009","Prairie de Mauves",4
"9530","Tétrachlorobenzène 1,2,3,4","Puits 2 / PDM_0017","Prairie de Mauves",4
"9531","Tétrachlorobenzène 1,2,3,4","PZ11 / PDM_0080","Prairie de Mauves",2
"9532","Tétrachlorobenzène 1,2,3,4","PZ5 / PDM_0005","Prairie de Mauves",4
"9533","Tétrachlorobenzène 1,2,3,4","PZ7 / PDM_0007","Prairie de Mauves",4
"9534","Tétrachlorobenzène 1,2,3,4","PZ9bis / PDM_0009","Prairie de Mauves",4
"9535","Tétrachlorobenzène 1,2,3,5","Puits 2 / PDM_0017","Prairie de Mauves",4
"9536","Tétrachlorobenzène 1,2,3,5","PZ11 / PDM_0080","Prairie de Mauves",2
"9537","Tétrachlorobenzène 1,2,3,5","PZ5 / PDM_0005","Prairie de Mauves",4
"9538","Tétrachlorobenzène 1,2,3,5","PZ7 / PDM_0007","Prairie de Mauves",4
"9539","Tétrachlorobenzène 1,2,3,5","PZ9bis / PDM_0009","Prairie de Mauves",4
"9540","Tétrachlorobenzène 1,2,4,5","Puits 2 / PDM_0017","Prairie de Mauves",4
"9541","Tétrachlorobenzène 1,2,4,5","PZ11 / PDM_0080","Prairie de Mauves",2
"9542","Tétrachlorobenzène 1,2,4,5","PZ5 / PDM_0005","Prairie de Mauves",4
"9543","Tétrachlorobenzène 1,2,4,5","PZ7 / PDM_0007","Prairie de Mauves",4
"9544","Tétrachlorobenzène 1,2,4,5","PZ9bis / PDM_0009","Prairie de Mauves",4
"9545","Tétrachlorure de carbone (=tétrachloromé","Puits 2 / PDM_0017","Prairie de Mauves",4
"9546","Tétrachlorure de carbone (=tétrachloromé","Puits 4 / PDM_0019","Prairie de Mauves",1
"9547","Tétrachlorure de carbone (=tétrachloromé","PZ11 / PDM_0080","Prairie de Mauves",2
"9548","Tétrachlorure de carbone (=tétrachloromé","PZ5 / PDM_0005","Prairie de Mauves",6
"9549","Tétrachlorure de carbone (=tétrachloromé","PZ6 / PDM_0006","Prairie de Mauves",1
"9550","Tétrachlorure de carbone (=tétrachloromé","PZ7 / PDM_0007","Prairie de Mauves",6
"9551","Tétrachlorure de carbone (=tétrachloromé","PZ8 / PDM_0008","Prairie de Mauves",1
"9552","Tétrachlorure de carbone (=tétrachloromé","PZ9bis / PDM_0009","Prairie de Mauves",4
"9553","Tétrachlorvinphos","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9554","Tétrachlorvinphos","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9555","Tétrachlorvinphos","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9556","Tétrachlorvinphos","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9557","Tétrachlorvinphos","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9558","Tétrachlorvinphos","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9559","Tétraconazole","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9560","Tétraconazole","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9561","Tétraconazole","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9562","Tétraconazole","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9563","Tétraconazole","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9564","Tétraconazole","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9565","Tétradifon","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9566","Tétradifon","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9567","Tétradifon","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9568","Tétradifon","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9569","Tétradifon","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9570","Tétradifon","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9571","Tétraméthrine","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9572","Tétraméthrine","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9573","Tétraméthrine","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9574","Tétraméthrine","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9575","Tétraméthrine","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9576","Tétraméthrine","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9577","Tau fluvalinate (I & II)","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9578","Tau fluvalinate (I & II)","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9579","Tau fluvalinate (I & II)","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9580","Tau fluvalinate (I & II)","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9581","Tau fluvalinate (I & II)","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9582","Tau fluvalinate (I & II)","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9583","Tebuconazole solide","BO3 - entrée / BO3_01","Bassin Chézine BO3",2
"9584","Tebuconazole solide","BO3 - milieu / BO3_02","Bassin Chézine BO3",2
"9585","Tebuconazole solide","BO3 - sortie / BO3_03","Bassin Chézine BO3",2
"9586","Tebuconazole solide","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"9587","Tebuconazole solide","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",2
"9588","Tebuconazole solide","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"9589","Tebuconazole solide","VaB entree / VaB_03","Bassin Ville au Blanc",2
"9590","Tebuconazole solide","VaB milieu / VaB_05","Bassin Ville au Blanc",2
"9591","Tebuconazole solide","VaB sortie / VaB_04","Bassin Ville au Blanc",2
"9592","Terbuméton","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9593","Terbuméton","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9594","Terbuméton","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9595","Terbuméton","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9596","Terbuméton","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9597","Terbuméton","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9598","Terbuméton déséthyl","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9599","Terbuméton déséthyl","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9600","Terbuméton déséthyl","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9601","Terbuméton déséthyl","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9602","Terbuméton déséthyl","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9603","Terbuméton déséthyl","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9604","Terbuphos","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9605","Terbuphos","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"9606","Terbuphos","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"9607","Terbuphos","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"9608","Terbuphos","VaB entree / VaB_03","Bassin Ville au Blanc",4
"9609","Terbuphos","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"9610","Terbuthylazine","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"9611","Terbuthylazine","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
