Date;Time;Valeur[l/s];État de la valeur;Interpolation;valid[%];Qualité;Interpolation;invalid[%];Qualité;Interpolation;missing[%];Qualité;Interpolation;Tags;Comments
29/08/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/08/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/08/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
31/08/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/09/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/09/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201716:00:00;16:00:00;0.009;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201717:00:00;17:00:00;0.024;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201718:00:00;18:00:00;0.004;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201719:00:00;19:00:00;-0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
03/09/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
04/09/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
05/09/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201702:00:00;02:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201703:00:00;03:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201704:00:00;04:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201705:00:00;05:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201706:00:00;06:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201707:00:00;07:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201708:00:00;08:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201709:00:00;09:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201710:00:00;10:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201711:00:00;11:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201712:00:00;12:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201713:00:00;13:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201714:00:00;14:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201715:00:00;15:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201716:00:00;16:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201717:00:00;17:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201718:00:00;18:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201719:00:00;19:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201720:00:00;20:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201721:00:00;21:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201722:00:00;22:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
06/09/201723:00:00;23:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
07/09/201700:00:00;00:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
07/09/201701:00:00;01:00:00;0.000;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
