Date;Time;Valeur[l/s];État de la valeur;Interpolation;valid[%];Qualité;Interpolation;invalid[%];Qualité;Interpolation;missing[%];Qualité;Interpolation;Tags;Comments
21/08/201609:00:00;09:00:00;0.013;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201610:00:00;10:00:00;0.013;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201611:00:00;11:00:00;0.013;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201612:00:00;12:00:00;0.012;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201613:00:00;13:00:00;0.012;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201614:00:00;14:00:00;0.011;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201615:00:00;15:00:00;0.008;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201616:00:00;16:00:00;0.010;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201617:00:00;17:00:00;0.011;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201618:00:00;18:00:00;0.010;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201619:00:00;19:00:00;0.015;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201620:00:00;20:00:00;0.015;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201621:00:00;21:00:00;0.010;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201622:00:00;22:00:00;0.009;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/08/201623:00:00;23:00:00;0.009;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201600:00:00;00:00:00;0.006;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201601:00:00;01:00:00;0.010;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201602:00:00;02:00:00;0.006;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201603:00:00;03:00:00;0.007;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201604:00:00;04:00:00;0.006;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201605:00:00;05:00:00;0.008;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201606:00:00;06:00:00;0.005;80 (Mauvais);104;92;0 (Bon);101;0;0 (Bon);101;8;0 (Bon);101
22/08/201607:00:00;07:00:00;0.004;80 (Mauvais);104;92;0 (Bon);101;0;0 (Bon);101;8;0 (Bon);101
22/08/201608:00:00;08:00:00;0.004;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201609:00:00;09:00:00;0.008;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201610:00:00;10:00:00;0.005;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201611:00:00;11:00:00;0.008;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201612:00:00;12:00:00;0.010;80 (Mauvais);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
22/08/201613:00:00;13:00:00;---;80 (Mauvais);104;17;0 (Bon);101;0;0 (Bon);101;83;0 (Bon);101
22/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
22/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
23/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
24/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
25/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
26/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
27/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
28/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
29/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201601:00:00;01:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201602:00:00;02:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201603:00:00;03:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201604:00:00;04:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201605:00:00;05:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201606:00:00;06:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201607:00:00;07:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201608:00:00;08:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201609:00:00;09:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201610:00:00;10:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201611:00:00;11:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201612:00:00;12:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201613:00:00;13:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201614:00:00;14:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201615:00:00;15:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201616:00:00;16:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201617:00:00;17:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201618:00:00;18:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201619:00:00;19:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201620:00:00;20:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201621:00:00;21:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201622:00:00;22:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
30/08/201623:00:00;23:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
31/08/201600:00:00;00:00:00;---;255 (255);104;0;0 (Bon);101;0;0 (Bon);101;100;0 (Bon);101
