Date;Time;Valeur[l/s];État de la valeur;Interpolation;valid[%];Qualité;Interpolation;invalid[%];Qualité;Interpolation;missing[%];Qualité;Interpolation;Tags;Comments
12/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201811:00:00;11:00:00;0.004;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201818:00:00;18:00:00;0.011;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201819:00:00;19:00:00;0.334;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201820:00:00;20:00:00;1.727;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201821:00:00;21:00:00;1.517;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201822:00:00;22:00:00;1.010;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
12/04/201823:00:00;23:00:00;0.598;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201800:00:00;00:00:00;0.290;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201801:00:00;01:00:00;0.100;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201802:00:00;02:00:00;0.035;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201803:00:00;03:00:00;0.011;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201804:00:00;04:00:00;0.002;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201816:00:00;16:00:00;0.160;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201817:00:00;17:00:00;0.259;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201818:00:00;18:00:00;0.018;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
13/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
14/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
15/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
16/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
17/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
18/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
19/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
20/04/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
21/04/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
